movies_id,id,year,exclude,film,lead studio,rotten tomatoes,audience score,story,genre,number of theatres in opening weekend us,box office average per cinema,domestic gross,foreign gross,worldwide gross,budget,profit,proftitability,opening weekend,oscar,bafta,source,column
movies-0515,516,200,,"welcome home, roscoe jenkins",universal,24.0,64,discovery,comedy,2387.0,0.00679,4.219e-05,,4.34e-05,2.75e-05,1.59e-05,1.58,1.6210000000000002e-05,,,,
movies-0516,517,200,,what happens in vegas,fox,28.0,72,love,comedy,3215.0,0.006274,8.028e-05,,0.00021930000000000002,0.00015,6.929999999999999e-05,0.29,2.0170000000000002e-05,,,,
movies-0517,518,200,,yes man,warner bros.,43.0,72,transformation,comedy,3434.0,0.005318,7.941e-05,,0.0001134,5e-05,6.34e-05,2.27,1.826e-05,,,,
movies-0518,519,200,,you don't mess with the zohan,sony,36.0,50,fish out of water,comedy,3462.0,0.01113,0.00010002,,0.0002018,8e-05,0.00012179999999999999,2.52,3.853e-05,,,,
movies-0519,520,200,,zack and miri make a porno,the weinstein company,64.0,70,love,romance,3735.0,0.00368,3.13e-05,,3.66e-05,2.4e-05,1.26e-05,1.53,1.007e-05,,,,
movies-0520,521,200,True,9,,57.0,58,sacrifice,animation,1661.0,0.010398,2.96e-05,1.8e-05,4.8e-05,3e-05,1.8e-05,1.6,1.07e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0521,522,200,,2012,sony,39.0,63,escape,action,3404.0,0.019165,0.0001656,0.0006024,0.0007679,0.0002,0.0005679,3.84,6.53e-05,,,http://boxofficemojo.com/movies/?id=2012.htm,
movies-0522,523,200,,(500) days of summer,fox,87.0,81,love,comedy,817.0,0.004577,4.8299999999999995e-05,9.3e-06,5.86e-05,7.5e-06,5.11e-05,7.81,3.7999999999999996e-06,,,http://boxofficemojo.com/movies/?id=500daysofsummer.htm,
movies-0523,524,200,True,12 rounds,,30.0,52,rescue,action,2331.0,0.002286,1.6e-05,1.1e-06,1.7100000000000002e-05,2e-05,-2.8999999999999998e-06,0.86,5.3e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0524,525,200,,17 again,independent,55.0,70,maturation,comedy,3255.0,0.007288,6.42e-05,7.209999999999999e-05,0.0001363,2e-05,0.0001163,6.82,2.37e-05,,,http://www.darkhorizons.com/films/134/17-again,
movies-0525,526,200,,a christmas carol,disney,52.0,72,transformation,animation,3683.0,0.008159,0.00013790000000000002,0.0001857,0.0003236,0.00019,0.0001336,1.7,3.01e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0526,527,200,True,a perfect getaway,,61.0,50,escape,mystery,2159.0,0.002755,1.55e-05,6.7e-06,2.22e-05,1.4e-05,8.2e-06,1.59,5.9e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0527,528,200,,a serious man,universal,89.0,64,love,drama,6.0,0.04189,9.2e-06,7.1e-06,2.05e-05,7e-06,1.35e-05,2.93,3e-07,,,http://www.the-numbers.com/movies/2009/aserm.php,
movies-0528,529,200,True,adventureland,,89.0,56,maturation,comedy,1862.0,0.003073,1.604e-05,1e-08,1.605e-05,9.5e-06,6.55e-06,1.69,5.7000000000000005e-06,,,http://www.the-numbers.com/movies/2009/advnl.php,
movies-0529,530,200,True,aliens in the attic,,30.0,46,monster force,adventure,3106.0,0.002578,2.52e-05,2.4350000000000002e-05,5.955e-05,4.5e-05,1.4550000000000001e-05,1.32,8e-06,,,http://www.the-numbers.com/movies/2009/anatc.php,
movies-0530,531,200,True,all about steve,,6.0,35,comedy,comedy,2251.0,0.004994,3.386e-05,4.07e-06,3.793e-05,1.5e-05,2.293e-05,2.53,1.12e-05,,,http://www.the-numbers.com/movies/2009/abstv.php,
movies-0531,532,200,,alvin and the chipmunks: the squeakquel,independent,21.0,59,comedy,animation,3700.0,0.01321,0.0002195,0.0002213,0.0004407,7.5e-05,0.0003657,5.88,4.88e-05,,,http://www.the-numbers.com/movies/2009/alvn2.php,
movies-0532,533,200,True,amelia,,21.0,35,quest,adventure,820.0,0.004761,1.42e-05,5e-06,1.92e-05,4e-05,-2.08e-05,0.48,3.9e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0533,534,200,,angels & demons,sony,36.0,65,the riddle,mystery,3527.0,0.0131,0.00013340000000000002,0.0003526,0.0004859,0.00015,0.0003359,3.24,4.6200000000000005e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0534,535,200,True,armored,,40.0,34,temptation,action,1915.0,0.0034,1.6e-05,0.0,1.6e-05,2e-05,-4e-06,0.8,6.5e-06,,,http://boxofficemojo.com/movies/?id=armored.htm,
movies-0535,536,200,True,astro boy,,49.0,53,quest,animation,3014.0,0.002224,1.955e-05,1.204e-05,3.159e-05,6.5e-05,-3.3409999999999994e-05,0.49,6.7e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0536,537,200,,avatar,fox,83.0,92,metamorphosis,action,3452.0,0.022313,0.0007438,0.001969,0.0027128499999999997,0.000237,0.00247585,11.45,7.7e-05,,,http://www.the-numbers.com/movies/2009/avatr.php,
movies-0537,538,200,True,away we go,,67.0,74,discovery,comedy,4.0,0.032603,9.5e-06,7.7e-07,1.0199999999999999e-05,2.1e-05,-1.08e-05,0.49,1.3e-07,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0538,539,200,True,bandslam,,79.0,60,maturation,comedy,2121.0,0.001052,5.2e-06,6.9e-06,1.21e-05,2e-05,-7.9e-06,0.61,2.2e-06,,,http://en.wikipedia.org/wiki/bandslam,
movies-0539,540,200,,bride wars,fox,11.0,56,comedy,comedy,3226.0,0.006528,0.0001004,1.34e-05,0.0001147,3e-05,8.47e-05,3.82,2.11e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0540,541,200,True,brothers,,61.0,62,transformation,drama,2088.0,0.004563,2.85e-05,1.1e-05,3.95e-05,2.6e-05,1.35e-05,1.52,9.5e-06,,,http://boxofficemojo.com/movies/?id=brothers09.htm,
movies-0541,542,200,,bruno,universal,68.0,48,comedy,comedy,2756.0,0.01111,6.0100000000000004e-05,7.07e-05,0.0001308,4.2e-05,8.88e-05,3.11,3.06e-05,,,http://www.the-numbers.com/movies/2009/bruno.php,
movies-0542,543,200,True,cirque du freak: the vampire's assistant,,38.0,50,discovery,action,2754.0,0.002285,1.39e-05,1.43e-05,2.8199999999999998e-05,4e-05,-1.18e-05,0.71,6.3e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0543,544,200,,cloudy with a chance of meatballs,sony,86.0,70,comedy,animation,3119.0,0.009716,0.0001249,8.779999999999999e-05,0.0002127,0.0001,0.0001127,2.13,3.03e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0544,545,200,True,confessions of a shopaholic,,24.0,53,comedy,comedy,2507.0,0.00601,4.427e-05,6.357e-05,0.0001083,7e-05,3.8299999999999996e-05,1.55,1.5e-05,,,http://www.the-numbers.com/movies/2009/shopa.php,
movies-0545,546,200,,coraline,universal,89.0,77,journey and return,animation,2299.0,0.007329,7.53e-05,4.66e-05,0.00012190000000000001,6e-05,6.19e-05,2.03,1.6800000000000002e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0546,547,200,,couples retreat,universal,12.0,47,comedy,comedy,3000.0,0.011429,0.0001092,5.72e-05,0.0001664,6e-05,0.00010640000000000001,2.77,3.43e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0547,548,200,True,crank: high voltage,,62.0,54,pursuit,action,2223.0,0.003133,1.37e-05,2.08e-05,3.45e-05,1.29e-05,2.16e-05,2.67,7e-06,,,http://www.boxofficemojo.com/movies/?id=crank2.htm,
movies-0548,549,200,True,dance flick,,17.0,35,comedy,action,2450.0,0.004344,2.566e-05,6.429999999999999e-06,3.2090000000000006e-05,2.5e-05,7.09e-06,1.28,1.06e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0549,550,200,True,did you hear about the morgans?,,12.0,31,comedy,comedy,2718.0,0.002434,6.1e-06,4.1299999999999994e-05,4.75e-05,5.8e-05,-1.05e-05,0.82,6.5999999999999995e-06,,,http://boxofficemojo.com/movies/?id=grantparker09.htm,
movies-0550,551,200,,district 9,independent,91.0,81,metamorphosis,action,3049.0,0.012251,0.00011559999999999999,8.92e-05,0.00020480000000000002,3e-05,0.00017480000000000002,6.83,3.74e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0551,552,200,,drag me to hell,universal,92.0,61,monster force,horror,2508.0,0.00631,7.72e-05,8.1e-06,8.67e-05,3e-05,5.67e-05,2.89,1.58e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0552,553,200,True,dragonball evolution,,15.0,28,quest,action,2181.0,0.002181,9.36e-06,4.887e-05,5.8229999999999996e-05,3e-05,2.823e-05,1.94,4.8e-06,,,http://www.the-numbers.com/movies/2009/drgnb.php,
movies-0553,554,200,True,duplicity,,64.0,38,rivalry,romance,2574.0,0.005425,5.54e-05,2.14e-05,7.81e-05,6e-05,1.8100000000000003e-05,1.3,1.4e-05,,,http://boxofficemojo.com/movies/?id=duplicity.htm,
movies-0554,555,200,True,everybody's fine,,46.0,55,discovery,drama,2133.0,0.001806,9.2e-06,4.7e-06,1.39e-05,2.1e-05,-7.1e-06,0.66,3.9e-06,,,http://boxofficemojo.com/movies/?id=everybodysfine09.htm,
movies-0555,556,200,True,extract,,62.0,37,comedy,comedy,1611.0,0.002694,8.8e-06,2e-06,1.08e-05,7.5e-06,3.2999999999999997e-06,1.44,4.2999999999999995e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0556,557,200,,fame,mgm,25.0,43,maturation,comedy,3096.0,0.003234,2.25e-05,5.55e-05,7.8e-05,1.8e-05,6e-05,4.33,1e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0557,558,200,,fast and furious,universal,28.0,76,revenge,action,3461.0,0.0205,0.0001551,0.000188,0.000343,8.5e-05,0.000258,4.04,7.09e-05,,,http://boxofficemojo.com/movies/?id=fastandthefurious4.htm,
movies-0558,559,200,True,fired up!,,22.0,52,comedy,comedy,1810.0,0.00303,1.7199999999999998e-05,1.4e-06,1.86e-05,2e-05,-1.4e-06,0.93,5.5e-06,,,http://boxofficemojo.com/movies/?id=firedup.htm,
movies-0559,560,200,,friday the 13th,paramount,25.0,52,monster force,horror,3105.0,0.013066,6.5e-05,2.6399999999999998e-05,9.14e-05,1.9e-05,7.240000000000001e-05,4.81,4.0600000000000004e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0560,561,200,True,funny people,,68.0,58,transformation,comedy,,,2.25e-05,4.73e-05,7.15e-05,7e-05,1.5e-06,1.02,2.27e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0561,562,200,,g-force,disney,22.0,50,comedy,action,3697.0,0.008576,0.0001194,0.0001656,0.00028510000000000005,8.25e-05,0.0002026,3.46,3.17e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0562,563,200,,g.i. joe: the rise of cobra,paramount,33.0,62,pursuit,action,4007.0,0.013654,0.0001502,0.0001519,0.0003021,0.000175,0.0001271,1.73,5.47e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0563,564,200,True,gamer,,29.0,43,revenge,action,2502.0,0.003659,2.053e-05,1.453e-05,3.51e-05,1.25e-05,2.26e-05,2.81,9.2e-06,,,http://www.the-numbers.com/movies/2009/cgame.php,
movies-0564,565,200,True,ghosts of girlfriends past,,27.0,47,love,comedy,3175.0,0.004854,5.15e-05,4.84e-05,0.00010190000000000001,5e-05,5.19e-05,2.04,1.54e-05,,,http://www.the-numbers.com/interactive/newsstory.php?newsid=4189,
movies-0565,566,200,True,halloween ii,,20.0,45,escape,horror,3025.0,0.005405,3.17e-05,5.7999999999999995e-06,3.77e-05,1.5e-05,2.27e-05,2.51,1.63e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0566,567,200,,hannah montana: the movie,disney,44.0,66,maturation,comedy,3118.0,0.010367,7.958e-05,7.052e-05,0.00015009,3.5e-05,0.00011509,4.29,3.23e-05,,,http://www.the-numbers.com/movies/2009/hanna.php,
movies-0567,568,200,,harry potter and the half-blood prince,warner bros.,83.0,75,quest,adventure,4325.0,0.017997,0.000302,0.000632,0.000934,0.00025,0.000684,3.74,7.78e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0568,569,200,,he's just not that into you,warner bros.,42.0,60,love,comedy,3175.0,0.008751,9.4e-05,8.45e-05,0.0001784,2.5e-05,0.00015340000000000002,7.14,2.78e-05,,,http://en.wikipedia.org/wiki/he's_just_not_that_into_you_(film),
movies-0569,570,200,True,hotel for dogs,,46.0,57,comedy,comedy,3271.0,0.005201,7.3e-05,4.52e-05,0.0001182,3.5e-05,8.32e-05,3.38,1.7e-05,,,http://www.the-numbers.com/movies/2009/htldg.php,
movies-0570,571,200,True,i love you beth cooper,,14.0,38,comedy,comedy,1856.0,0.002648,1.48e-05,9.399999999999999e-07,1.57e-05,1.8e-05,-2.3e-06,0.87,4.9000000000000005e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0571,572,200,True,"i love you, man",,83.0,72,comedy,comedy,2711.0,0.00657,7.14e-05,2e-05,9.14e-05,3e-05,6.14e-05,3.05,1.7800000000000002e-05,,,http://boxofficemojo.com/movies/?id=iloveyouman.htm,
movies-0572,573,200,,ice age: dawn of the dinosaurs,fox,45.0,72,quest,animation,4099.0,0.010171,0.00019659999999999998,0.0006879,0.0008845,9e-05,0.0007945,9.83,4.1700000000000004e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0573,574,200,True,imagine that,,38.0,44,comedy,comedy,3008.0,0.00183,1.612e-05,6.86e-06,2.299e-05,5.5e-05,-3.201e-05,0.42,5.5e-06,,,http://boxofficemojo.com/movies/?id=imaginethat.htm,
movies-0574,575,200,,inglourious basterds,universal,88.0,87,underdog,adventure,3135.0,0.012024,0.0001205,0.000193,0.00031360000000000003,7e-05,0.00024359999999999999,4.48,3.8e-05,supporting actor,supporting actor,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0575,576,200,,inkheart,warner bros.,39.0,51,quest,adventure,2655.0,0.002862,4.3299999999999995e-05,1.6899999999999997e-05,6.25e-05,6e-05,2.5e-06,1.04,7.599999999999999e-06,,,http://boxofficemojo.com/movies/?id=inkheart.htm,
movies-0576,577,200,,invictus,warner bros.,75.0,74,underdog,biography,2125.0,0.004052,3.8100000000000005e-05,1.1599999999999999e-05,5.3899999999999996e-05,6e-05,-6.1e-06,0.9,8.599999999999999e-06,,,http://boxofficemojo.com/movies/?id=eastwood09.htm,
movies-0577,578,200,,it's complicated,universal,56.0,63,love,comedy,2887.0,0.007655,0.00011273,0.0001054,0.0002181,7.5e-05,0.00014309999999999998,2.91,2.2100000000000002e-05,,,http://www.the-numbers.com/movies/2009/cmplc.php,
movies-0578,579,200,True,jennifer's body,,42.0,37,monster force,comedy,2702.0,0.002542,1.62e-05,2.6e-06,1.88e-05,1.6e-05,2.8e-06,1.18,6.9e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0579,580,200,True,julie & julia,,74.0,69,underdog,biography,2354.0,0.008508,7.3e-05,4.3899999999999996e-05,0.0001186,4e-05,7.86e-05,2.97,2e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0580,581,200,,knowing,independent,33.0,50,escape,drama,3332.0,0.007384,0.0001463,3.7e-05,0.0001833,5e-05,0.00013330000000000001,3.67,2.46e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0581,582,200,True,land of the lost,,26.0,38,journey and return,drama,3521.0,0.00535,1.5e-06,6.64e-05,6.879999999999999e-05,0.0001,-3.12e-05,0.69,1.88e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0582,583,200,True,law abiding citizen,,25.0,77,revenge,crime,2890.0,0.00728,7.340000000000001e-05,2.9100000000000003e-05,0.0001025,5.3e-05,4.95e-05,1.93,2.1e-05,,,http://www.the-numbers.com/movies/2009/lactz.php,
movies-0583,584,200,True,love happens,,18.0,40,love,drama,1898.0,0.004245,2.2899999999999998e-05,1.12e-05,3.31e-05,1.8e-05,1.51e-05,1.84,8.1e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0584,585,200,True,michael jackson's this is it,,81.0,82,tragedy,documentary,3481.0,0.006675,7.209999999999999e-05,0.00018,0.00025201,6e-05,0.00019201,4.2,2.33e-05,,,http://www.the-numbers.com/movies/2009/jacko.php,
movies-0585,586,200,,monsters vs. aliens,paramount,72.0,65,monster force,animation,4104.0,0.014454,0.0001984,0.00018319999999999998,0.0003815,0.000175,0.0002065,2.18,5.93e-05,,,http://boxofficemojo.com/movies/?id=monstersvsaliens.htm,
movies-0586,587,200,,my bloody valentine 3-d,lionsgate,57.0,48,pursuit,crime,2534.0,0.008383,3.86e-05,6.0799999999999994e-05,0.0001,1.4e-05,8.6e-05,7.14,2.12e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0587,588,200,True,my life in ruins,,9.0,43,comedy,comedy,1164.0,0.002769,8.67e-06,9.34e-06,1.8010000000000002e-05,1.7e-05,1.01e-06,1.06,3.2000000000000003e-06,,,http://www.the-numbers.com/movies/2009/mlfru.php,
movies-0588,589,200,True,my sister's keeper,,47.0,73,escape,drama,2606.0,0.004774,7.14e-05,2e-05,9.17e-05,2.75e-05,6.42e-05,3.33,1.24e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0589,590,200,True,next day air,,21.0,27,comedy,action,1138.0,0.003613,1e-05,0.0,1e-05,3e-06,7e-06,3.33,4.1e-06,,,http://en.wikipedia.org/wiki/next_day_air,
movies-0590,591,200,,night at the museum: battle of the smithsonian,fox,43.0,60,quest,action,4096.0,0.013226,0.0001772,0.0002358,0.000413,0.00015,0.000263,2.75,5.42e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0591,592,200,True,nine,,37.0,40,discovery,drama,1412.0,0.003862,1.92e-05,1.0300000000000001e-05,2.95e-05,8e-05,-5.05e-05,0.37,5.45e-06,,,http://boxofficemojo.com/movies/?id=nine.htm,
movies-0592,593,200,True,ninja assassin,,25.0,57,revenge,action,2503.0,0.00532,2.77e-05,2.16e-05,4.98e-05,5e-05,-2.0000000000000002e-07,1,1.3300000000000001e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0593,594,200,True,not easily broken,,34.0,66,love,drama,724.0,0.00734,1.06e-05,1.4e-07,1.07e-05,5e-06,5.7000000000000005e-06,2.14,5.3e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0594,595,200,,notorious,fox,50.0,66,tragedy,biography,1638.0,0.012514,2.0399999999999998e-05,1.9e-05,4.05e-05,1.9e-05,2.15e-05,2.13,2.05e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0595,596,200,True,observe and report,,51.0,40,comedy,comedy,2727.0,0.00404,2.4e-05,8.7e-07,2.49e-05,1.8e-05,6.9e-06,1.38,1.1e-05,,,http://boxofficemojo.com/movies/?id=observeandreport.htm,
movies-0596,597,200,,obsessed,sony,20.0,50,rivalry,drama,2514.0,0.011318,4.1e-05,3.24e-05,7.379999999999999e-05,2e-05,5.38e-05,3.69,2.86e-05,,,http://boxofficemojo.com/movies/?id=obsessed.htm,
movies-0597,598,200,True,old dogs,,5.0,49,comedy,comedy,3425.0,0.004933,9.4e-06,4.8100000000000004e-05,5.7600000000000004e-05,3.5e-05,2.26e-05,1.65,1.6899999999999997e-05,,,http://boxofficemojo.com/movies/?id=olddogs.htm,
movies-0598,599,200,True,orphan,,55.0,65,escape,horror,2750.0,0.004681,6.829999999999999e-05,5.5e-06,7.58e-05,3e-05,4.5799999999999995e-05,2.53,1.2800000000000001e-05,,,http://www.the-numbers.com/interactive/newsstory.php?newsid=4328,
movies-0599,600,200,True,pandorum,,28.0,49,monster force,action,2506.0,0.001765,1.0300000000000001e-05,6.7e-06,1.7e-05,4e-05,-2.3e-05,0.43,4.4e-06,,,http://www.the-numbers.com/movies/2009/pndrm.php,
movies-0600,601,200,,paranormal activity,independent,82.0,56,monster force,horror,760.0,0.025813,0.00010792,6.340999999999999e-05,0.00017130000000000002,1.5e-08,0.000171285,"11,420.00",1.9600000000000002e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0601,602,200,,paul blart: mall cop,sony,33.0,50,comedy,action,3144.0,0.010125,8e-05,0.0001033,0.0001833,2.6e-05,0.0001573,7.05,3.18e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0602,603,200,True,"pirate radio (the boat that rocked, uk)",,60.0,72,comedy,comedy,882.0,0.003293,3.3299999999999996e-05,2.2e-06,3.6299999999999995e-05,5e-05,-1.37e-05,0.73,2.8999999999999998e-06,,,http://boxofficemojo.com/movies/?id=boatthatrocked.htm,
movies-0603,604,200,,planet 51,independent,22.0,45,comedy,animation,3035.0,0.004048,5.19e-05,1.9600000000000002e-05,7.340000000000001e-05,5e-05,2.34e-05,1.47,1.23e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0604,605,200,True,post grad,,7.0,31,maturation,comedy,1959.0,0.001354,6.38e-06,0.0,6.38e-06,1.5e-05,-8.619999999999999e-06,0.43,2.6e-06,,,http://www.the-numbers.com/movies/2009/postg.php,
movies-0605,606,200,True,public enemies,,67.0,65,underdog,biography,3334.0,0.00758,9.709999999999999e-05,0.000117,0.0002141,0.0001025,0.00011159999999999999,2.09,2.52e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0606,607,200,True,push,,22.0,47,quest,action,2313.0,0.004358,3.17e-05,1.26e-05,4.44e-05,3.8e-05,6.4000000000000006e-06,1.17,1.01e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0607,608,200,True,race to witch mountain,,42.0,50,quest,action,3187.0,0.007651,6.717e-05,3.793e-05,0.0001051,5e-05,5.5100000000000004e-05,2.1,2.44e-05,,,http://www.the-numbers.com/movies/2009/wcmtn.php,
movies-0608,609,200,,saw vi,independent,40.0,67,escape,horror,3036.0,0.00465,3.18e-05,1.7e-05,4.93e-05,1.1e-05,3.8299999999999996e-05,4.48,1.4099999999999999e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0609,610,200,,sherlock holmes,warner bros.,70.0,81,the riddle,action,3626.0,0.017183,0.0001976,0.000197,0.0003946,9e-05,0.00030460000000000003,4.38,6.23e-05,,,http://boxofficemojo.com/movies/?id=sherlockholmes.htm,
movies-0610,611,200,True,sorority row,,22.0,38,pursuit,horror,2665.0,0.001899,1.197e-05,1.6000000000000001e-06,1.356e-05,1.25e-05,1.06e-06,1.08,5.0999999999999995e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0611,612,200,,star trek,paramount,94.0,91,revenge,action,3849.0,0.019539,0.0002577,0.0001278,0.0003855,0.00014,0.0002455,2.75,7.52e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0612,613,200,True,state of play,,84.0,71,the riddle,crime,2803.0,0.00502,3.702e-05,5.132e-05,8.829999999999999e-05,6e-05,2.83e-05,1.47,1.4099999999999999e-05,,,http://www.the-numbers.com/movies/2009/stply.php,
movies-0613,614,200,True,street fighter: the legend of chun-li,,16.0,28,revenge,action,1136.0,0.004156,9.14e-06,3.2000000000000003e-06,1.234e-05,5e-05,-3.7659999999999995e-05,0.25,4.7e-06,,,http://www.the-numbers.com/movies/2009/strft.php,
movies-0614,615,200,True,sunshine cleaning,,72.0,59,transformation,comedy,,,1.21e-05,2.5e-06,1.4599999999999999e-05,5e-06,9.6e-06,2.92,9.000000000000001e-07,,,http://www.the-numbers.com/movies/2009/suncl.php,
movies-0615,616,200,True,surrogates,,39.0,42,pursuit,action,2951.0,0.00505,7.329999999999999e-05,2.4e-05,9.94e-05,8e-05,1.9399999999999997e-05,1.24,1.49e-05,,,http://boxofficemojo.com/movies/?id=surrogates.htm,
movies-0616,617,200,,taken,independent,58.0,83,pursuit,action,3183.0,0.007765,0.000145,8.18e-05,0.0002268,2.5e-05,0.0002018,9.07,2.47e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0617,618,200,True,taking woodstock,,48.0,48,quest,comedy,1393.0,0.002482,7.5e-06,2.5e-06,9.9e-06,2.9e-05,-1.91e-05,0.34,3.5e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0618,619,200,,terminator salvation,independent,33.0,64,monster force,action,3530.0,0.012056,0.0001253,0.0002467,0.000372,0.0002,0.000172,1.86,4.26e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0619,620,200,,the blind side,independent,65.0,90,rags to riches,biography,3110.0,0.010971,0.00025580000000000004,3.93e-05,0.0002951,2.9e-05,0.0002661,10.18,3.41e-05,best actress,,http://www.the-numbers.com/movies/2009/bldsd.php,
movies-0620,621,200,True,the box,,46.0,27,temptation,drama,2635.0,0.002873,1.51e-05,1.13e-05,2.634e-05,2.5e-05,1.34e-06,1.05,7.599999999999999e-06,,,http://www.the-numbers.com/movies/2009/thbox.php,
movies-0621,622,200,,fantastic mr. fox,fox,93.0,80,rivalry,animation,2033.0,0.003426,2.05e-05,2.18e-05,4.278e-05,4e-05,2.7799999999999996e-06,1.07,7e-06,,,http://boxofficemojo.com/movies/?id=fantasticmrfox.htm,
movies-0622,623,200,,the final destination,warner bros.,29.0,52,escape,horror,3121.0,0.008782,6.65e-05,8.609999999999999e-05,0.0001526,4e-05,0.0001126,3.82,2.74e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0623,624,200,True,the fourth kind,,18.0,44,monster force,mystery,2527.0,0.00484,2.622e-05,5.5e-06,3.172e-05,1e-05,2.172e-05,3.17,1.22e-05,,,http://www.boxofficemojo.com/movies/?id=traveling.htm,
movies-0624,625,200,,the hangover,warner bros.,79.0,87,comedy,comedy,3269.0,0.013759,0.0002773,0.00019,0.00046730000000000003,3.5e-05,0.0004323,13.35,4.5e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0625,626,200,True,the haunting in connecticut,,17.0,51,monster force,drama,2732.0,0.00842,4.27e-05,3.3799999999999995e-05,7.68e-05,3e-05,4.68e-05,2.56,2.3e-05,,,http://www.the-numbers.com/interactive/newsstory.php?newsid=4064,
movies-0626,627,200,,the hurt locker,independent,97.0,83,quest,drama,4.0,0.036338,1.47e-05,3.4e-06,1.8100000000000003e-05,1.5e-05,3.1e-06,1.21,1.4e-07,"best picture, director, original screenplay","film, director, original screenplay",http://www.the-numbers.com/movies/2009/hurtl.php,
movies-0627,628,200,True,the informant!,,78.0,42,comedy,comedy,2505.0,0.004177,1.37e-05,2.08e-05,3.55e-05,2.2e-05,1.35e-05,1.61,1.05e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0628,629,200,True,the international,,58.0,39,the riddle,action,2364.0,0.003947,2.55e-05,3.47e-05,6.02e-05,5e-05,1.0199999999999999e-05,1.2,9.3e-06,,,http://boxofficemojo.com/movies/?id=international.htm,
movies-0629,630,200,True,the invention of lying,,56.0,47,love,comedy,1707.0,0.004117,2.3100000000000002e-05,8.5e-06,3.2e-05,1.85e-05,1.35e-05,1.73,7e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0630,631,200,,the lovely bones,paramount,32.0,57,tragedy,drama,2563.0,0.006635,4.4e-05,4.8299999999999995e-05,9.23e-05,6.5e-05,2.73e-05,1.42,1.7e-05,,,http://www.the-numbers.com/movies/2009/lvbon.php,
