movies_id,id,year,exclude,film,lead studio,rotten tomatoes,audience score,story,genre,number of theatres in opening weekend us,box office average per cinema,domestic gross,foreign gross,worldwide gross,budget,profit,proftitability,opening weekend,oscar,bafta,source,column
movies-0631,632,200,,the men who stare at goats,independent,52.0,43,comedy,comedy,2443.0,0.005201,3.24e-05,1.58e-05,4.8200000000000006e-05,2.4e-05,2.42e-05,2.01,1.2699999999999999e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0632,633,200,True,the pink panther 2,,12.0,47,comedy,adventure,3243.0,0.003573,4.16e-05,3.4200000000000005e-05,7.59e-05,5.9e-05,1.6899999999999997e-05,1.29,1.1599999999999999e-05,,,http://www.freebase.com/view/en/the_pink_panther_2,
movies-0633,634,200,True,the princess and the frog,,84.0,72,metamorphosis,animation,3434.0,0.00705,0.0001043,0.000143,0.0002473,0.000105,0.00014230000000000002,2.36,2.42e-05,,,http://www.the-numbers.com/movies/2009/frogp.php,
movies-0634,635,200,,the proposal,disney,43.0,74,love,comedy,3056.0,0.011004,0.000164,0.00015069999999999998,0.0003147,4e-05,0.0002747,7.87,3.3600000000000004e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0635,636,200,,the road,the weinstein company,75.0,65,quest,adventure,111.0,0.013534,7.9e-06,6.5e-06,1.43e-05,2.5e-05,-1.07e-05,0.57,1.5e-06,,,http://boxofficemojo.com/movies/?id=road08.htm,
movies-0636,637,200,True,the soloist,,56.0,59,quest,drama,2024.0,0.004801,3.17e-05,6.2e-06,3.792e-05,6e-05,-2.208e-05,0.63,9.699999999999999e-06,,,http://www.the-numbers.com/movies/2009/solos.php,
movies-0637,638,200,True,the stepfather,,12.0,48,rescue,mystery,2734.0,0.004236,2.9100000000000003e-05,2.13e-06,3.12e-05,2e-05,1.12e-05,1.56,1.1599999999999999e-05,,,http://www.boxofficemojo.com/movies/?id=stepfather09.htm,
movies-0638,639,200,,the taking of pelham 1 2 3,sony,51.0,60,rescue,action,3074.0,0.007603,6.55e-05,8.46e-05,0.00015,0.00011,4e-05,1.36,4.7e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0639,640,200,,the time traveler's wife,paramount,38.0,65,love,drama,2988.0,0.006233,4.0600000000000004e-05,3.76e-05,7.97e-05,3.9e-05,4.07e-05,2.04,1.86e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0640,641,200,,the twilight saga: new moon,summit,27.0,78,love,drama,4024.0,0.035497,0.0002938,0.0004103,0.0007042000000000001,5e-05,0.0006542000000000001,14.08,0.0001428,,,http://boxofficemojo.com/movies/?id=newmoon.htm,
movies-0641,642,200,,the ugly truth,independent,14.0,68,love,comedy,2882.0,0.009579,8.89e-05,0.00011640000000000001,0.0002053,3.8e-05,0.0001673,5.4,2.76e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0642,643,200,,the unborn,relativity media,11.0,39,monster force,horror,2357.0,0.008405,3.59e-05,4e-05,7.65e-05,1.6e-05,6.05e-05,4.78,1.98e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0643,644,200,True,the uninvited,,31.0,52,monster force,drama,2344.0,0.004405,2.86e-05,1.4099999999999999e-05,4.27e-05,,4.27e-05,,1.0300000000000001e-05,,,http://www.the-numbers.com/movies/2009/unvit.php,
movies-0644,645,200,,transformers: revenge of the fallen,paramount,20.0,76,revenge,action,4234.0,0.025736,0.0004021,0.0004342,0.0008363,0.00021,0.0006263,3.98,0.000109,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0645,646,200,,underworld: rise of the lycans,sony,30.0,68,rivalry,action,2942.0,0.00708,3.7e-05,5.0799999999999995e-05,9.109999999999999e-05,3.5e-05,5.61e-05,2.6,2.08e-05,,,http://boxofficemojo.com/movies/?id=underworld3.htm,
movies-0646,647,200,,up,disney,98.0,86,journey and return,animation,3766.0,0.018085,0.000293,0.000434,0.0007271000000000001,0.000175,0.0005521,4.15,6.809999999999999e-05,animated,animated,http://www.the-numbers.com/movies/2009/up.php,
movies-0647,648,200,,up in the air,paramount,90.0,76,maturation,drama,1895.0,0.005947,8.382e-05,7.82e-05,0.00016202,2.5e-05,0.00013702,6.48,1.12e-05,,adapted screenplay,http://boxofficemojo.com/movies/?id=upintheair.htm,
movies-0648,649,200,,watchmen,warner bros.,64.0,68,sacrifice,action,3611.0,0.015291,0.0001075,7.77e-05,0.0001853,0.000138,4.73e-05,1.34,5.52e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0649,650,200,True,whatever works,,50.0,63,discovery,comedy,9.0,0.029574,5.3e-06,2.37e-05,2.9e-05,1.5e-05,1.4e-05,1.93,2.6e-07,,,http://en.wikipedia.org/wiki/whatever_works,
movies-0650,651,200,,where the wild things are,warner bros.,73.0,59,journey and return,adventure,3735.0,0.008754,6.34e-05,1.63e-05,8.53e-05,0.0001,-1.47e-05,0.85,3.27e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0651,652,200,True,whip it,,84.0,73,maturation,drama,1721.0,0.002702,1.3e-05,3e-06,1.6e-05,1.5e-05,1e-06,1.07,4.7e-06,,,http://www.boxofficemojo.com/movies/?id=whipit.htm,
movies-0652,653,200,True,whiteout,,7.0,28,pursuit,action,2745.0,0.001791,1.0300000000000001e-05,1.8999999999999998e-06,1.22e-05,3.5e-05,-2.2800000000000002e-05,0.35,4.9000000000000005e-06,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0653,654,200,,x-men origins: wolverine,fox,37.0,72,revenge,action,4099.0,0.020751,0.0001799,0.00019319999999999998,0.0003731,0.00015,0.0002231,2.49,8.51e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0654,655,200,True,year one,,14.0,31,quest,adventure,3022.0,0.006489,3.24e-05,2.62e-05,6.02e-05,6e-05,2.0000000000000002e-07,1,1.9600000000000002e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0655,656,200,,zombieland,sony,90.0,87,monster force,action,3036.0,0.008147,4.92e-05,4.25e-05,9.329999999999999e-05,2.36e-05,6.97e-05,3.95,2.47e-05,,,http://www.the-numbers.com/movies/records/allbudgets.php,
