movies_id,id,year,exclude,film,lead_studio,rotten_tomatoes,audience_score,story,genre,number_of_theatres_in_opening_weekend,box_office_average_per_cinema,domestic_gross,foreign_gross,worldwide_gross,budget,profit,proftitability,opening_weekend,oscar,bafta,source,column
movies-0306,307,200,,tyler perry's why did i get married,independent,46.0,47,love,romance,2011.0,10618.0,55.2,0.66,55.86,15.0,40.86,372.42%,21.4,,,,
movies-0307,308,200,,michael clayton,independent,90.0,72,transformation,thriller,2511.0,4131.0,49.03,43.96,92.99,25.0,67.99,371.97%,10.4,supporting actress,supporting actress,,
movies-0308,309,200,,into the wild,paramount,82.0,90,quest,drama,658.0,3249.0,18.35,37.28,55.63,15.0,40.63,370.90%,2.1,,,,
movies-0309,310,200,,ocean's 13,warner bros.,70.0,74,revenge,thriller,3565.0,10135.0,117.15,194.16,311.31,85.0,226.31,366.25%,36.1,,,,
movies-0310,311,200,,the kite runner,paramount,66.0,85,maturation,drama,715.0,2243.0,15.8,57.39,73.19,20.0,53.19,365.97%,1.6,,,,
movies-0311,312,200,,music and lyrics,warner bros.,63.0,70,love,romance,,,50.57,95.32,145.9,40.0,105.9,364.74%,13.6,,,,
movies-0312,313,200,,hostel: part ii,lionsgate,44.0,45,escape,horror,2350.0,3490.0,17.61,18.01,35.62,10.0,25.62,356.20%,8.2,,,,
movies-0313,314,200,,national treasure: book of secrets,disney,31.0,72,the riddle,thriller,3832.0,11686.0,219.96,237.4,457.36,130.0,327.36,351.82%,44.8,,,,
movies-0314,315,200,,live free or die hard,fox,79.0,86,rescue,action,3408.0,9791.0,134.53,249,383.53,110.0,273.53,348.66%,33.4,,,,
movies-0315,316,200,,spider-man 3,sony,61.0,54,metamorphosis,action,4252.0,35540.0,336.53,554.34,890.87,258.0,632.87,345.30%,151.1,,,,
movies-0316,317,200,,smokin' aces,universal,27.0,64,pursuit,action,2218.0,6599.0,35.79,21.32,57.1,17.0,40.1,335.91%,14.6,,,,
movies-0317,318,200,True,no reservations,,39.0,64,love,comedy,2425.0,4826.0,43.11,49.49,92.6,28.0,64.6,330.72%,11.7,,,,
movies-0318,319,200,,alien vs. predator -- requiem,fox,14.0,37,monster force,horror,2611.0,3853.0,41.8,87.09,128.88,40.0,88.88,322.21%,10.0,,,,
movies-0319,320,200,,pirates of the caribbean: at world's end,disney,45.0,74,rescue,action,4362.0,26302.0,309.42,651.58,961.0,300.0,661.0,320.33%,114.7,,,,
movies-0320,321,200,,the mist,the weinstein company,72.0,64,monster force,horror,2423.0,3686.0,25.59,31.24,56.83,18.0,38.83,315.72%,8.9,,,,
movies-0321,322,200,,sweeney todd: the demon barber of fleet street,warner bros.,86.0,81,revenge,horror,1249.0,7446.0,52.9,99.63,152.52,50.0,102.52,305.05%,9.3,,,,
movies-0322,323,200,,there will be blood,paramount,91.0,84,wretched excess,drama,885.0,5502.0,40.22,35.96,76.18,25.0,51.18,304.73%,4.9,best actor,leading actor,,
movies-0323,324,200,,daddy day camp,sony,1.0,63,comedy,comedy,2332.0,1459.0,13.24,4.96,18.2,6.0,12.2,303.29%,3.4,,,,
movies-0324,325,200,,wild hogs,disney,14.0,72,transformation,comedy,3287.0,12077.0,168.27,85.35,253.63,90.0,163.63,281.81%,39.7,,,,
movies-0325,326,200,,mr. magorium's wonder emporium,independent,36.0,56,transformation,adventure,3164.0,3043.0,32.06,36.89,68.95,25.0,43.95,275.79%,6.9,,,,
movies-0326,327,200,True,tmnt,,33.0,63,monster force,action,3110.0,7799.0,54.15,40.86,95.01,35.0,60.01,271.46%,24.3,,,,
movies-0327,328,200,,hairspray,warner bros.,92.0,84,underdog,comedy,3121.0,8803.0,118.87,83.68,202.55,75.0,127.55,270.06%,27.5,,,,
movies-0328,329,200,,american gangster,universal,79.0,87,pursuit,thriller,3054.0,14264.0,130.16,137.74,267.9,100.0,167.9,267.90%,43.6,,,,
movies-0329,330,200,,norbit,paramount,9.0,56,comedy,comedy,3136.0,10904.0,95.67,63.64,159.31,60.0,99.31,265.52%,34.2,,,,
movies-0330,331,200,,we own the night,sony,55.0,63,sacrifice,drama,2362.0,4583.0,28.56,26.26,54.83,21.0,33.83,261.08%,10.8,,,,
movies-0331,332,200,,the hills have eyes 2,independent,11.0,50,monster force,horror,2447.0,3958.0,20.8,16.66,37.47,15.0,22.47,249.77%,9.7,,,,
movies-0332,333,200,,mr. brooks,mgm,56.0,75,temptation,thriller,2453.0,4083.0,28.55,19.57,48.12,20.0,28.12,240.61%,10.0,,,,
movies-0333,334,200,,blades of glory,paramount,69.0,66,rivalry,comedy,3372.0,9790.0,118.59,27.11,145.71,61.0,84.71,238.87%,33.0,,,,
movies-0334,335,200,True,good luck chuck,,3.0,61,love,comedy,2612.0,5226.0,35.02,24.17,59.19,25.0,34.19,236.77%,13.7,,,,
movies-0335,336,200,,the nanny diaries,the weinstein company,33.0,52,discovery,comedy,2629.0,2845.0,25.93,21.07,47.0,20.0,27.0,235.00%,7.5,,,,
movies-0336,337,200,,30 days of night,independent,50.0,57,monster force,horror,2855.0,5587.0,39.57,35.53,75.1,32.0,43.1,234.67%,15.6,,,,
movies-0337,338,200,,fantastic four: rise of the silver surfer,fox,35.0,55,monster force,action,3959.0,14663.0,131.92,157.13,289.05,130.0,159.05,222.34%,58.0,,,,
movies-0338,339,200,,i now pronounce you chuck and larry,universal,13.0,73,comedy,comedy,3495.0,9795.0,120.06,65.99,186.05,85.0,101.05,218.89%,34.2,,,,
movies-0339,340,200,,the heartbreak kid,paramount,30.0,41,love,comedy,3229.0,4342.0,36.79,90.98,127.77,60.0,67.77,212.94%,14.0,,,,
movies-0340,341,200,,ghost rider,sony,28.0,56,monster force,action,3619.0,12541.0,115.8,112.94,228.74,110.0,118.74,207.94%,45.3,,,,
movies-0341,342,200,,the golden compass,warner bros.,42.0,55,rescue,action,3528.0,7308.0,70.11,302.13,372.23,180.0,192.23,206.80%,25.7,,,,
movies-0342,343,200,,the darjeeling limited,fox,67.0,79,journey and return,drama,698.0,2523.0,11.9,23.02,34.92,17.5,17.42,199.53%,1.8,,,,
movies-0343,344,200,,license to wed,warner bros.,8.0,55,love,comedy,2604.0,4002.0,43.8,25.51,69.31,35.0,34.31,198.02%,10.4,,,,
movies-0344,345,200,,stardust,paramount,76.0,86,quest,adventure,2540.0,3610.0,38.63,96.92,135.56,70.0,65.56,193.66%,9.16,,,,
movies-0345,346,200,,bee movie,paramount,52.0,57,journey and return,animation,3928.0,9679.0,126.63,160.49,287.12,150.0,137.12,191.42%,38.0,,,,
movies-0346,347,200,,vacancy,sony,55.0,46,pursuit,comedy,2551.0,2980.0,19.36,15.94,35.3,19.0,16.3,185.79%,7.6,,,,
movies-0347,348,200,,rush hour 3,warner bros.,20.0,68,rescue,action,3778.0,12996.0,140.13,117.9,258.02,140.0,118.02,184.30%,49.1,,,,
movies-0348,349,200,True,lions for lambs,,27.0,48,quest,drama,2215.0,3025.0,15.0,48.21,63.21,35.0,28.21,180.60%,6.7,,,,
movies-0349,350,200,,in the land of women,warner bros.,43.0,72,transformation,comedy,2155.0,2186.0,11.05,6.51,17.56,10.0,7.56,175.62%,4.7,,,,
movies-0350,351,200,,surf's up,sony,78.0,64,discovery,animation,3528.0,5000.0,58.87,90.18,149.04,85.0,64.04,175.35%,17.6,,,,
movies-0351,352,200,,meet the robinsons,disney,66.0,75,quest,animation,3413.0,7361.0,97.82,71.51,169.33,100.0,69.33,169.33%,25.1,,,,
movies-0352,353,200,,charlie wilson's war,universal,82.0,73,discovery,biography,2575.0,3750.0,66.66,51.81,118.48,75.0,43.48,157.97%,9.6,,,,
movies-0353,354,200,True,the reaping,,9.0,53,quest,horror,2603.0,3851.0,25.13,37.64,62.77,40.0,22.77,156.93%,10.0,,,,
movies-0354,355,200,,shooter,paramount,47.0,82,pursuit,action,2806.0,5175.0,47.0,48.69,95.7,61.0,34.7,156.88%,14.5,,,,
movies-0355,356,200,,nancy drew,independent,49.0,61,the riddle,thriller,2612.0,2615.0,25.61,5.05,30.67,20.0,10.67,153.33%,6.9,,,,
movies-0356,357,200,,3:10 to yuma,lionsgate,88.0,85,sacrifice,action,2652.0,5292.0,53.61,16.17,69.78,50.0,19.78,139.56%,14.0,,,,
movies-0357,358,200,,beowulf,paramount,71.0,52,journey and return,action,3153.0,8726.0,82.2,114.07,196.26,150.0,46.26,130.84%,27.5,,,,
movies-0358,359,200,,zodiac,paramount,89.0,73,pursuit,thriller,2362.0,5671.0,33.08,51.71,84.79,65.0,19.79,130.44%,13.4,,,,
movies-0359,360,200,True,pathfinder: legend of the ghost warrior,,11.0,41,rescue,action,1720.0,2907.0,10.23,20.59,30.82,26.0,4.82,118.55%,5.0,,,,
movies-0360,361,200,True,the kingdom,,52.0,78,quest,action,2793.0,6135.0,47.54,39.07,86.61,80.0,6.61,108.26%,17.1,,,,
movies-0361,362,200,,next,paramount,29.0,59,pursuit,thriller,2725.0,2617.0,18.21,55.33,73.54,70.0,3.54,105.06%,7.1,,,,
movies-0362,363,200,True,the brave one,,43.0,65,rivalry,action,2755.0,4889.0,36.79,32.99,69.79,70.0,-0.21,99.70%,13.5,,,,
movies-0363,364,200,,evan almighty,universal,23.0,56,comedy,comedy,3604.0,8654.0,100.46,72.93,173.39,175.0,-1.61,99.08%,31.2,,,,
movies-0364,365,200,,dragon wars (aka d-war),mediaplex,27.0,44,monster force,action,2277.0,2213.0,10.98,63.27,74.25,75.0,-0.75,99.00%,5.0,,,,
movies-0365,366,200,,happily n'ever after,lionsgate,4.0,43,maturation,animation,2381.0,2775.0,15.59,22.5,38.08,47.0,-8.92,81.03%,6.6,,,,
movies-0366,367,200,,shoot 'em up,warner bros.,67.0,66,pursuit,action,2108.0,2711.0,12.81,13.91,26.72,39.0,-12.28,68.51%,5.7,,,,
movies-0367,368,200,,across the universe,independent,54.0,84,love,romance,954.0,4009.0,24.34,5.02,29.37,45.0,-15.63,65.26%,3.8,,,,
movies-0368,369,200,,walk hard: the dewey cox story,sony,75.0,55,comedy,comedy,2650.0,1575.0,18.32,2.26,20.58,35.0,-14.42,58.79%,4.8,,,,
movies-0369,370,200,,the invasion,warner bros.,19.0,43,monster force,thriller,2776.0,2143.0,15.07,25.1,40.17,80.0,-39.83,50.21%,5.6,,,,
movies-0370,371,200,,grindhouse,the weinstein company,82.0,86,pursuit,action,2624.0,4419.0,25.04,0.38,25.42,53.0,-27.58,47.97%,11.6,,,,
movies-0371,372,200,,"10,000 b.c.",warner bros.,9.0,44,rescue,adventure,3410.0,10518.0,94.78,175,269.1,105.0,164.1,2.56,35.9,,,,
movies-0372,373,200,True,21,,35.0,73,quest,crime,2648.0,9103.0,81.16,,157.9,35.0,122.9,4.51,24.1,,,,
movies-0373,374,200,,27 dresses,fox,40.0,71,love,comedy,3057.0,7526.0,76.81,83.5,160.3,30.0,130.3,5.34,23.01,,,,
movies-0374,375,200,True,88 minutes,,5.0,51,the riddle,drama,2168.0,3209.0,16.93,,32.3,30.0,2.3,1.08,7.0,,,,
movies-0375,376,200,True,appaloosa,,77.0,55,rescue,action,,,20.07,,25.9,20.0,5.9,1.3,5.0,,,,
movies-0376,377,200,,australia,fox,55.0,69,fish out of water,adventure,2642.0,5602.0,46.69,161.8,129.4,78.0,51.4,1.66,14.8,,,,
movies-0377,378,200,,baby mama,independent,63.0,59,discovery,comedy,2543.0,6845.0,60.32,3.7,63.9,70.0,-6.1,0.91,17.41,,,,
movies-0378,379,200,True,babylon a.d.,,7.0,32,quest,action,3390.0,2798.0,22.53,,70.6,45.0,25.6,1.57,9.5,,,,
movies-0379,380,200,True,bangkok dangerous,,9.0,33,pursuit,action,2650.0,2937.0,15.3,,39.4,45.0,-5.6,0.88,7.8,,,,
movies-0380,381,200,True,"be kind, rewind",,65.0,57,comedy,comedy,808.0,5013.0,11.18,,29.3,20.0,9.3,1.47,4.05,,,,
movies-0381,382,200,,bedtime stories,disney,25.0,63,rivalry,comedy,3681.0,7457.0,85.35,102.77,85.4,80.0,5.4,1.07,27.5,,,,
movies-0382,383,200,,beverly hills chihuahua,disney,41.0,56,journey and return,adventure,3215.0,9114.0,93.12,54.76,116.0,20.0,96.0,5.8,29.3,,,,
movies-0383,384,200,,body of lies,warner bros.,53.0,65,temptation,action,2710.0,4754.0,39.19,75.7,17.5,67.5,-50.0,0.26,12.9,,,,
movies-0384,385,200,,bolt,disney,89.0,76,rescue,animation,3651.0,7182.0,109.9,195.93,289.3,150.0,139.3,1.93,26.2,,,,
movies-0385,386,200,,burn after reading,relativity media,78.0,64,comedy,comedy,2651.0,7215.0,60.36,103.36,154.8,37.0,117.8,4.18,19.13,,,,
movies-0386,387,200,True,cadillac records,,67.0,64,rags to riches,biography,687.0,5015.0,8.14,,8.88,12.0,-3.12,0.74,3.4,,,,
movies-0387,388,200,,changeling,independent,62.0,84,quest,drama,,,35.69,77.28,66.9,55.0,11.9,1.22,9.4,,,,
movies-0388,389,200,,city of ember,independent,52.0,48,escape,adventure,,,7.84,3.94,11.78,38.0,-26.22,0.31,3.13,,,http://www.the-numbers.com/movies/2008/cembr.php,
movies-0389,390,200,,cloverfield,paramount,77.0,67,monster force,action,3411.0,11744.0,80.05,90.72,170.8,25.0,145.8,6.83,40.1,,,,
movies-0390,391,200,True,college road trip,,13.0,56,comedy,adventure,2706.0,5026.0,45.61,,51.5,140.0,-88.5,0.37,13.6,,,,
movies-0391,392,200,,death race,universal,42.0,69,escape,action,2532.0,4985.0,36.1,75.67,73.8,65.0,8.8,1.14,12.62,,,,
movies-0392,393,200,,"definitely, maybe",universal,71.0,72,discovery,comedy,2204.0,4430.0,32.01,23.2,55.0,7.0,48.0,7.86,9.76,,,,
movies-0393,394,200,,disaster movie,lionsgate,2.0,28,rescue,comedy,2642.0,2209.0,14.19,20.62,34.5,20.0,14.5,1.73,5.8,,,,
movies-0394,395,200,,doomsday,relativity media,48.0,47,quest,action,1936.0,2544.0,11.01,11.2,21.6,33.0,-11.4,0.65,4.9,,,,
movies-0395,396,200,,doubt,independent,78.0,75,the riddle,drama,,,18.73,17.46,18.7,25.0,-6.3,0.75,5.3,,,,
movies-0396,397,200,,dr. seuss' horton hears a who!,fox,79.0,75,rescue,animation,3954.0,11384.0,154.53,142.6,297.0,85.0,212.0,3.49,45.0,,,,
movies-0397,398,200,,drillbit taylor,paramount,26.0,49,comedy,comedy,3056.0,3373.0,32.86,16.82,49.7,40.0,9.7,1.24,10.3,,,,
movies-0398,399,200,,eagle eye,paramount,27.0,72,pursuit,action,3510.0,8305.0,101.18,76.62,175.9,80.0,95.9,2.2,29.2,,,,
movies-0399,400,200,True,expelled: no intelligence allowed,,10.0,42,comedy,documentary,1052.0,2824.0,7.72,0,7.72,3.5,4.22,2.21,2.97,,,,
movies-0400,401,200,,fireproof,independent,40.0,51,love,drama,839.0,8148.0,33.45,0.02,33.45,0.5,32.95,66.9,6.84,,,http://boxofficemojo.com/movies/?page=main&id=fireproof.htm,
movies-0401,402,200,,first sunday,independent,13.0,59,comedy,comedy,2213.0,8004.0,37.93,0.87,38.8,13.0,25.8,2.98,17.7,,,,
movies-0402,403,200,,fly me to the moon,independent,18.0,26,journey and return,animation,,,12.42,27.9,32.6,25.0,7.6,1.3,1.9,,,,
movies-0403,404,200,,fool's gold,warner bros.,11.0,53,quest,adventure,3125.0,6909.0,70.23,,110.6,72.5,38.1,1.53,21.6,,,,
movies-0404,405,200,,forgetting sarah marshall,independent,85.0,75,maturation,comedy,2798.0,6791.0,62.93,42,104.8,30.0,74.8,3.49,17.73,,,,
movies-0405,406,200,,four christmases,warner bros.,26.0,52,love,comedy,,,118.25,43.58,149.6,80.0,69.6,1.87,31.07,,,,
movies-0406,407,200,,get smart,warner bros.,51.0,73,pursuit,action,3911.0,9891.0,130.32,100.37,230.5,80.0,150.5,2.88,38.7,,,,
movies-0407,408,200,,ghost town,paramount,85.0,60,transformation,comedy,1505.0,3330.0,13.25,13.71,24.0,20.0,4.0,1.2,5.01,,,,
movies-0408,409,200,,gran torino,independent,80.0,90,temptation,drama,,,148.1,114.25,262.34,167.0,95.34,1.57,29.48,,,,
movies-0409,410,200,,hancock,sony,40.0,67,discovery,action,3965.0,15789.0,227.95,396.44,624.4,150.0,474.4,4.16,62.6,,,,
movies-0410,411,200,,harold and kumar escape from guantanamo bay,warner bros.,54.0,65,escape,adventure,2510.0,5939.0,38.11,5.38,43.3,12.0,31.3,3.61,14.91,,,,
movies-0411,412,200,,hellboy ii: the golden army,universal,87.0,70,sacrifice,action,3204.0,10780.0,75.79,84.4,158.9,82.5,76.4,1.93,34.5,,,,
movies-0412,413,200,,high school musical 3: senior year,disney,65.0,76,love,comedy,3623.0,11601.0,89.7,162.35,240.7,11.0,229.7,21.88,42.03,,,,
movies-0413,414,200,,igor,independent,36.0,42,temptation,animation,2339.0,,19.44,11.22,27.6,30.0,-2.4,0.92,7.8,,,,
movies-0414,415,200,,in bruges,independent,81.0,85,fish out of water,crime,,,7.8,25.59,32.0,15.0,17.0,2.13,0.46,,,http://www.the-numbers.com/movies/2008/bruge.php,
movies-0415,416,200,,indiana jones and the kingdom of the crystal skull,paramount,77.0,59,pursuit,action,4260.0,23507.0,317.02,469.53,786.6,185.0,601.6,4.25,100.1,,,,
movies-0416,417,200,,iron man,paramount,94.0,91,metamorphosis,action,4105.0,24024.0,318.31,266.76,581.9,186.0,395.9,3.13,98.62,,,,
movies-0417,418,200,,journey to the center of the earth,warner bros.,61.0,55,quest,action,2811.0,7477.0,101.7,140.29,220.7,45.0,175.7,4.9,21.0,,,,
movies-0418,419,200,,jumper,fox,16.0,50,rescue,action,3428.0,7980.0,80.17,142.06,222.2,82.5,139.7,2.69,27.4,,,,
movies-0419,420,200,,kit kittredge: an american girl,warner bros.,78.0,26,the riddle,drama,,,17.66,,17.7,10.0,7.7,1.77,3.3,,,,
movies-0420,421,200,,kung fu panda,paramount,88.0,83,underdog,animation,4114.0,14642.0,215.43,416.31,631.9,200.0,431.9,3.16,60.24,,,,
movies-0421,422,200,,lakeview terrace,sony,46.0,44,rivalry,crime,2464.0,6090.0,39.26,5.39,43.8,20.0,23.8,2.19,15.0,,,,
movies-0422,423,200,,leatherheads,universal,52.0,41,rivalry,comedy,2769.0,4580.0,31.23,9.93,41.0,58.0,-17.0,0.71,12.7,,,,
movies-0423,424,200,,mad money,independent,22.0,51,comedy,comedy,2470.0,3132.0,20.67,5.74,26.1,22.0,4.1,1.19,7.74,,,,
movies-0424,425,200,,madagascar: escape 2 africa,paramount,64.0,73,journey and return,animation,4056.0,1559.0,176.93,423.89,462.3,150.0,312.3,3.08,63.11,,,,
movies-0425,426,200,,made of honor,sony,13.0,61,love,comedy,2729.0,5407.0,46.01,59.95,106.0,40.0,66.0,2.65,14.76,,,,
movies-0426,427,200,,mamma mia!,universal,53.0,76,love,comedy,2976.0,9325.0,143.76,465.71,572.2,66.0,506.2,8.67,27.75,,,,
movies-0427,428,200,,marley and me,fox,63.0,77,love,comedy,3480.0,10448.0,106.51,99.56,111.8,55.0,56.8,2.03,36.36,,,,
movies-0428,429,200,,max payne,fox,16.0,36,revenge,action,3376.0,5225.0,40.66,44.73,84.2,35.0,49.2,2.41,17.6,,,,
movies-0429,430,200,,meet dave,fox,19.0,42,fish out of water,adventure,3011.0,1744.0,11.8,38.85,50.5,60.0,-9.5,0.84,5.25,,,,
movies-0430,431,200,,meet the spartans,independent,2.0,31,comedy,comedy,2605.0,7104.0,38.23,46.41,84.6,30.0,54.6,2.82,18.51,,,,
movies-0431,432,200,,milk,universal,94.0,88,quest,biography,36.0,40385.0,31.84,18.32,50.16,20.0,30.16,2.51,1.5,"best actor, original screenplay",,http://www.the-numbers.com/movies/2008/hmilk.php,
movies-0432,433,200,True,miracle at st. anna,,34.0,68,quest,action,1185.0,2935.0,7.92,1.2,9.11,45.0,-35.89,0.2,3.5,,,http://www.the-numbers.com/movies/2008/msana.php,
movies-0433,434,200,,mirrors,independent,14.0,49,monster force,horror,2664.0,4190.0,30.69,46.8,73.4,35.0,38.4,2.1,11.2,,,,
movies-0434,435,200,,miss pettigrew lives for a day,independent,78.0,70,love,comedy,535.0,4655.0,12.31,2.86,15.17,60.0,-44.83,0.25,2.49,,,,
movies-0435,436,200,,my best friend's girl,lionsgate,14.0,51,comedy,comedy,2604.0,3174.0,19.22,22.4,36.2,20.0,16.2,1.81,8.27,,,,
movies-0436,437,200,True,never back down,,23.0,37,rivalry,action,2729.0,3152.0,24.85,16.78,41.6,21.0,20.6,1.98,8.6,,,,
movies-0437,438,200,True,nick and norah's infinite playlist,,73.0,67,love,comedy,2421.0,4672.0,31.49,,31.7,10.0,21.7,3.17,11.31,,,,
movies-0438,439,200,True,nights in rodanthe,,31.0,56,discovery,drama,2704.0,4962.0,41.74,,75.7,30.0,45.7,2.52,13.42,,,,
movies-0439,440,200,,nim's island,independent,51.0,50,rescue,adventure,3513.0,3760.0,48.01,52.07,99.9,37.0,62.9,2.7,13.2,,,,
movies-0440,441,200,True,one missed call,,0.0,36,monster force,horror,2240.0,5585.0,26.89,,44.5,20.0,24.5,2.23,12.5,,,,
movies-0441,442,200,True,over her dead body,,15.0,47,love,comedy,,,0.0,,20.9,10.0,10.9,2.09,4.03,,,,
movies-0442,443,200,,penelope,summit,52.0,74,love,comedy,,,10.01,10.73,20.75,15.0,5.75,1.38,3.8,,,,
movies-0443,444,200,,pineapple express,sony,68.0,74,comedy,action,3072.0,7567.0,87.34,14.28,101.5,26.0,75.5,3.9,23.2,,,,
movies-0444,445,200,,pride & glory,warner bros.,34.0,54,temptation,crime,2585.0,2423.0,15.74,15.41,23.8,30.0,-6.2,0.79,6.26,,,,
movies-0445,446,200,,prom night,independent,8.0,46,escape,horror,2700.0,7705.0,43.87,,57.2,18.0,39.2,3.18,20.81,,,,
movies-0446,447,200,,punisher: war zone,lionsgate,27.0,47,revenge,action,2508.0,1703.0,8.05,0.15,8.19,30.0,-21.81,0.27,4.3,,,,
movies-0447,448,200,,quantum of solace,mgm,64.0,62,revenge,action,3451.0,19568.0,166.8,,567.0,230.0,337.0,2.47,67.5,,,,
movies-0448,449,200,,quarantine,sony,59.0,46,monster force,horror,2461.0,5775.0,31.69,,37.2,12.0,25.2,3.1,14.2,,,,
movies-0449,450,200,,rachel getting married,independent,85.0,61,love,drama,,,10.33,0.53,10.86,12.0,-1.14,0.9,0.29,,,http://www.the-numbers.com/movies/2008/rgmrd.php,
movies-0450,451,200,,rambo,lionsgate,36.0,70,rescue,action,2751.0,6617.0,42.75,,113.2,47.5,65.7,2.38,18.2,,,,
movies-0451,452,200,True,religulous,,70.0,78,comedy,documentary,502.0,6792.0,13.01,0.12,13.14,2.5,10.64,5.25,3.41,,,http://www.the-numbers.com/movies/2008/relig.php,
movies-0452,453,200,True,righteous kill,,19.0,44,the riddle,crime,3152.0,5168.0,40.08,,74.0,60.0,14.0,1.23,16.3,,,,
movies-0453,454,200,,role models,universal,77.0,75,discovery,comedy,2792.0,6865.0,66.69,25.09,66.7,28.0,38.7,2.38,19.17,,,,
movies-0454,455,200,,saw v,independent,13.0,63,monster force,crime,3030.0,9822.0,56.75,57.12,103.6,10.8,92.8,9.59,30.1,,,,
movies-0455,456,200,,semi-pro,warner bros.,21.0,41,underdog,comedy,3121.0,4830.0,33.48,10.41,43.9,2.6,41.3,16.88,15.08,,,,
movies-0456,457,200,True,seven pounds,,27.0,77,sacrifice,drama,2758.0,5385.0,60.04,,61.4,54.0,7.4,1.14,14.9,,,,
movies-0457,458,200,,sex and the city,warner bros.,49.0,81,love,comedy,3285.0,17363.0,152.65,262.61,415.1,57.5,357.6,7.22,57.04,,,,
movies-0458,459,200,,sex drive,summit,46.0,61,journey and return,adventure,2421.0,1490.0,8.4,2.01,10.41,19.0,-8.59,0.55,3.61,,,,
movies-0459,460,200,True,shutter,,7.0,40,monster force,horror,2753.0,3794.0,25.93,,47.8,8.0,39.8,5.98,10.5,,,,
movies-0460,461,200,,slumdog millionaire,independent,94.0,90,underdog,crime,,,101.89,236.59,198.0,15.0,183.0,13.2,4.3,"best picture, director, adapted screenplay","best film, director, adapted screenplay",,
movies-0461,462,200,,smart people,independent,50.0,41,transformation,comedy,1106.0,3700.0,9.51,2.14,11.65,7.0,4.65,1.66,4.09,,,http://www.the-numbers.com/movies/2008/smpep.php,
movies-0462,463,200,,soul men,the weinstein company,45.0,42,comedy,comedy,2044.0,2643.0,12.08,0.25,12.33,0.0,12.33,,5.4,,,http://www.boxofficemojo.com/movies/?id=soulmen.htm,
movies-0463,464,200,,space chimps,independent*,36.0,37,transformation,animation,2511.0,2860.0,30.11,34.73,63.8,37.0,26.8,1.72,7.18,,,"* co-production partnership with digital production studios, a subsidiary of idt media.",
movies-0464,465,200,,speed racer,warner bros.,38.0,61,quest,action,3606.0,5174.0,43.95,50,93.4,120.0,-26.6,0.78,18.6,,,,
movies-0465,466,200,,star wars: the clone wars,independent,19.0,46,sacrifice,animation,3452.0,4233.0,35.16,33.12,65.6,8.5,57.1,7.72,14.6,,,,
movies-0466,467,200,,step brothers,sony,54.0,68,comedy,comedy,3094.0,10000.0,100.47,27.64,128.0,65.0,63.0,1.97,30.94,,,,
movies-0467,468,200,,step up 2: the streets,disney,26.0,81,underdog,drama,2470.0,7655.0,58.02,92.8,148.2,17.5,130.7,8.47,18.91,,,,
movies-0468,469,200,,stop-loss,paramount,65.0,27,tragedy,drama,1291.0,3528.0,10.92,0.26,11.18,25.0,-13.82,0.45,4.56,,,http://www.the-numbers.com/movies/2008/stopl.php,
movies-0469,470,200,,street kings,fox,37.0,62,the riddle,action,2467.0,5054.0,26.42,39.15,63.6,20.0,43.6,3.18,12.5,,,,
movies-0470,471,200,,superhero movie,the weinstein company,15.0,36,comedy,comedy,2960.0,3212.0,25.87,45.35,71.1,65.0,6.1,1.09,9.51,,,,
movies-0471,472,200,,swing vote,disney,36.0,44,maturation,comedy,2213.0,2815.0,16.29,1.34,33.4,20.0,13.4,1.67,6.23,,,,
movies-0472,473,200,,the bank job,independent,78.0,74,quest,thriller,1603.0,3702.0,30.06,34.76,63.8,20.0,43.8,3.19,5.94,,,,
movies-0473,474,200,,the boy in the striped pyjamas,independent,63.0,84,tragedy,drama,,,8.7,31.37,33.0,12.5,20.5,2.64,1.03,,,,
movies-0474,475,200,,the chronicles of narnia: prince caspian,disney,66.0,78,fish out of water,action,3929.0,14007.0,141.62,278.04,419.6,200.0,219.6,2.1,55.03,,,,
movies-0475,476,200,,the curious case of benjamin button,warner bros.,73.0,81,love,drama,2988.0,8987.0,79.01,206.42,322.0,160.0,162.0,2.01,26.85,,,,
movies-0476,477,200,,the dark knight,warner bros.,94.0,96,revenge,thriller,4366.0,36283.0,530.92,468.58,996.9,185.0,811.9,5.39,158.4,supporting actor,supporting actor,,
movies-0477,478,200,,the day the earth stood still,fox,19.0,34,sacrifice,thriller,3560.0,8562.0,74.3,153.73,230.0,100.0,130.0,2.3,30.5,,,,
movies-0478,479,200,,the duchess,paramount,60.0,68,love,drama,,,13.85,29.46,34.3,13.5,20.8,2.54,3.3,,,,
movies-0479,480,200,,the express,independent,62.0,73,maturation,drama,2808.0,1625.0,9.79,0.01,9.81,37.5,-27.69,0.26,4.56,,,http://www.the-numbers.com/movies/2008/exprs.php,
movies-0480,481,200,,the eye,lionsgate,22.0,51,sacrifice,horror,2436.0,5101.0,31.42,25.55,56.8,12.0,44.8,4.73,12.4,,,,
movies-0481,482,200,,the forbidden kingdom,relativity media,64.0,65,journey and return,action,3151.0,6791.0,52.08,75.9,128.8,55.0,73.8,2.34,21.4,,,,
movies-0482,483,200,True,the happening,,19.0,29,escape,thriller,2986.0,10220.0,64.51,,163.4,60.0,103.4,2.72,30.52,,,,
